,_id,city,latitude,longitude,state,street,zipcode,appliances,architecture,basement,bathrooms,bedrooms,coolingsystem,coveredparkingspaces,exteriormaterial,finishedsqft,floorcovering,floornumber,heatingsources,heatingsystem,lotsizesqft,numfloors,numrooms,numunits,parkingtype,roof,rooms,usecode,view,yearbuilt,yearupdated,elementaryschool,highschool,homedescription,count,middleschool,neighborhood,pageviewcount_currentmonth,pageviewcount_total,status,type,price,schooldistrict,whatownerloves,zpid
257,55f650f13ae7404c5edef0e7,Bellevue,47.635884,-122.208137,WA,9836 NE 28th St,98004,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Craftsman,None,3.75,6,,,"Shingle, Wood",4719,"Carpet, Hardwood, Other",,Gas,Forced air,9365,2,13,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Library, Master bath, Office, Pantry, Recreation room, Workshop, Walk-in closet",SingleFamily,,1953,2012,Clyde Hill,Bellevue,"Completely rebuilt from the ground up in 2008. The home includes all new plumbing, electrical & heating systems. High end finishes & appliances. 3 bdrms upstairs, 3 downstairs, incl. dual master suites. Gourmet kitchen with 11ft island, 2 Sub-Zero refrigerator's,Viking wine & beverage centers. Great room, media room, bar, library. Custom built-ins & walk-in closets. Enjoy outdoor entertaining w/ large prvt. fenced yard w/mature landscaping & exterior lighting & BBQ. Includes a 1yr. Home Warranty",48,Chinook,Clyde Hill,4628,4628,,Make me move,2475000,Bellevue,Great entertainers house and walking distance to Clyde Hill schools and downtown.,49080752
258,55f650f13ae7404c5edef0e8,Bellevue,47.54597,-122.187596,WA,6357 114th Ave SE,98006,,,,2.0,3,,,,1590,"Carpet, Hardwood",,,Forced air,7341,1,,,Garage - Attached,,,SingleFamily,,1988,,,,"Burndstead Resale. Beautifully maintained corner lot rambler with 3 spacious bedrooms, 1.75 baths. Master bedroom features vaulted ceilings with 3/4 bath. Inviting formal living room with vaulted ceilings and wood burning fireplace. Formal dining room off kitchen. Completely updated throughout home, hardwoods, carpet, kitchen remodel w/ new appliances, interior and exterior paint, etc....Oversized 2 car garage, fully fenced backyard on large level lot. Move in ready.",7,,,2565,2565,,Make me move,549000,,,48785943
259,55f650f13ae7404c5edef0e9,Bellevue,47.569479,-122.164353,WA,4288 131st Pl SE,98006,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Modern,Finished,4.5,5,,3,"Cement / Concrete, Stone, Wood",3680,"Carpet, Hardwood, Tile",,Gas,Forced air,8704,2,19,,Garage - Attached,Composition,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Mud room, Office, Pantry, Recreation room, Walk-in closet",SingleFamily,,2015,,,,,21,,,5995,5995,Active,For sale by agent,1450000,,"NEWLY BUILT! Views, 2 master suites, one en-suite bedroom with bath, nice yard for kids, quiet area, Bellevue schools",122962768
260,55f650f13ae7404c5edef0ea,Bellevue,47.620182,-122.199058,WA,1100 106th Ave NE APT 801,98004,,,,1.0,,,,,485,,,,,43078,4,,136,Garage - Attached,,,Condominium,City,2002,2002,,,,6,,,2337,2337,Active,For sale by agent,265000,,,58374881
261,55f650f13ae7404c5edef0eb,Bellevue,47.570803,-122.168559,WA,4210 Factoria Blvd SE APT A10,98006,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,1.0,1,,,Wood,900,"Carpet, Linoleum / Vinyl, Tile",,,,,,,,Garage - Attached,Composition,"Dining room, Office",Condominium,Territorial,1981,,,,"Spacious 1 bedroom condo with circular floor plan and tons of natural light. Condo is situated in the heart of Factoria and a short walk to restaurants and Factoria Mall. Minutes to Seattle and Bellevue. Amenities include: Large living room w/wood burning fireplace, nook for office area, formal dining room, spacious kitchen with breakfast bar, pantry with lots of shelving, utility closet, oversized one car garage with room for work area, huge bedroom with tons of closet space and much more!!!",18,,,1350,1350,Active,For sale by agent,227950,,,2101428144
262,55f650f13ae7404c5edef0ec,Bellevue,47.61471,-122.19881,WA,500 106th Ave NE UNIT 1301,98004,,,,2.5,2,,,,1857,,,,,,,,,,,,Condominium,,2008,,,,"Enjoy stunning city, lake & mountain views from this elegant, contemporary condo located in Bellevue Towers. Immensely desirable 2 bedroom, 2.5 bathroom floor plan offers dramatic floor to ceiling windows to maximize the amazing view while the open concept design features entertainment size gourmet kitchen, living & dining rooms. Enjoy spacious bedrooms, great natural light, separate den & 2 parking spaces. Located in the heart of downtown Bellevue, this is the one you've been searching for!",25,,,2794,2794,Active,For sale by agent,935000,,,2101544620
263,55f650f13ae7404c5edef0ed,Bellevue,47.592732,-122.19479,WA,1922 109th Ave SE,98004,"Garbage disposal, Microwave, Range / Oven, Refrigerator",Contemporary,Finished,2.75,3,,,Cement / Concrete,2060,"Carpet, Hardwood, Tile",,,Forced air,12862,1,,,Garage - Attached,,"Dining room, Family room, Laundry room, Walk-in closet",SingleFamily,,2008,,,,"Excellent location. Downtown Bellevue but yet lots of privacy. Beautiful great room with superb kitchen. Master suite w/ newly updated bath with walk-in closet. Cozy home features an open floor plan that is light and bright w/high vaulted ceilings, skylights and huge garage with extra parking. Walking distance to fabulous schools, parks and downtown Bellevue.",37,,,8222,8222,Active,For sale by agent,738000,,,49031509
264,55f650f13ae7404c5edef0ee,Bellevue,47.565399,-122.17382,WA,4515 125th Ave SE # B105,98006,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,2.0,2,,1,"Brick, Vinyl, Wood",985,"Carpet, Hardwood, Linoleum / Vinyl, Tile",1,,,131551,2,,30,"Carport, Off-street",Composition,"Dining room, Master bath",Condominium,Territorial,1986,2003,,,"Woodsong at Coal Creek is an excellent location for this updated and clean condo. Spacious living area with fireplace and walk-out to patio and yard. Dining room adjacent the kitchen is ""handy"", as is the elegant and renovated kitchen. All stainless appliances stay, and enhance the cherry look cabinets. Nice big master suite, with walk-in. Move-in ready!! Quick access to 405/I-90, walk to Factoria mall and shops, plus Nationally rated schools. Buildings back to green-belt and Coal Creek.",10,,,4813,4813,Active,For sale by agent,289950,,Easy on + off I-405. Close to all shopping and service. Award winning schools. Really quiet community and building. ,82364810
265,55f650f13ae7404c5edef0ef,Bellevue,47.61931,-122.13251,WA,1019 156th Ave NE APT B5,98007,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",Contemporary,None,1.5,2,,1,Wood,1024,"Carpet, Laminate, Linoleum / Vinyl",2,Electric,Baseboard,,3,5,24,"Garage - Attached, Off-street",Composition,"Dining room, Family room",Condominium,Territorial,1979,1990,,,"Location, location, location! For sale is rarely available 2 bedrooms, 1.5 bathrooms townhouse style condo in Evergreen Estates conveniently located across from Crossroads Mall and just a few minutes from downtown Bellevue and Microsoft! This move in ready home is tucked away in the back of the building, is quiet and private. Main floor consists of well-appointed dining and living rooms with laminated floors, wood burning fireplace, nice size deck; and fully remodeled kitchen. Upstairs are 2 spacious bedrooms with vaulted ceilings, covered deck and full bathroom with skylight. Two parking spots, one in the common garage! No rental cap, no assessments! Unbeatable location! 
",16,,,2158,2158,Active,For sale by agent,234950,,Unbeatable Location! Well maintained 2 bedrooms 1.5 bathrooms 2-story townhouse style condo!,2101556436
266,55f650f13ae7404c5edef0f0,Bellevue,47.587932,-122.157829,WA,2443 137th Ave SE,98005,,,,1.75,5,,,,1560,,,,,7350,,,,,,,SingleFamily,,1967,,,,,1,,,1522,1522,,,,,,48674539
267,55f650f13ae7404c5edef0f1,Bellevue,47.602318,-122.117756,WA,16633 SE 9th St,98008,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,None,1.5,3,,2,Brick,1290,Hardwood,,,Forced air,8404,1,6,,Garage - Attached,,"Dining room, Family room, Laundry room, Master bath, Office, Walk-in closet",SingleFamily,Territorial,1957,,,,"Spacious rambler located on a quiet street. Open floor plan with vaulted ceiling, updated bathroom with heated floor and towel rack, gleaming hardwood floors, picturesque windows that look out onto the backyard that is meant for playing and entertaining. The kitchen with newer appliances, eating bar that opens to the dining area, fresh paint and over-sized garage with built in-shelving. This home is move in ready. Close to parks and trails, freeways and shopping.",2,,,5731,5731,,Make me move,675000,Bellevue,,48912936
268,55f650f13ae7404c5edef0f2,Bellevue,47.596169,-122.202905,WA,1616 103rd Ave SE,98004,Dishwasher,Craftsman,Finished,5.5,5,Central,3,Stone,5200,Carpet,,Gas,Forced air,10500,2,12,,Garage - Attached,Composition,Breakfast nook,SingleFamily,Territorial,2011,,Enatai,Bellevue,"Home built with taste, class, and functionality in mind! Energy flows easily with its high ceiling and open space. Feels great coming home and even better entertaining with its grand kitchen, Butlet's pantry, formal dining room, theater room, games room. Enjoy the outdoors at home on the covered patio with a gas fireplace, grill, and prep sink. Share quality time roasting marshmallow around the fire pit in the backyard or take leisure strolls to Chism Beach. Live happy around friendly neighbors.

Two story home with 1200SF of finished basement. Home offers one bedroom on the main floor with full bath and laundry room, perfect for grandparents or live-in nanny. Adjacent is an office with french doors opening to a private patio space. 

Upstairs boasts a luxurious master bedroom with ample windows letting in lots of natural light. There's a gas fireplace for those cozy evenings. The spa-like master bath is equipped with heated floors, jetted soaking tub and large 3-headed shower. Three other bedrooms and a huge bonus room complete the second floor. A Jack-n-Jill bath joins one of the bedrooms and the bonus room.

The finished basement is complete with a full bath, a hobby room, games room and beautiful theater room. 

This home was built by the owners with lots of thought to functionality and practical living. All cabinets and drawers are soft closed. The butlers pantry has a built in wine rack and food warmer for those entertaining events. The kitchen has a double oven, drawer microwave, under cabinet lighting, and workspace with mail slots.

Facts: 5 bedrooms, 5.5 baths, bonus room, office, hobby room, rec room, theater 
           room
           Formal dining room, butler's pantry, great room
           5200SF on a 10,500SF lot

There are too many features and upgrades to list. Please feel free to contact us for additional information or pictures.",17,Chinook,Enatai,10049,10049,Active,For sale by owner,2375500,Bellevue,,48675675
269,55f650f13ae7404c5edef0f3,Bellevue,47.610579,-122.196384,WA,111 108th Ave NE UNIT A302,98004,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,,2.0,2,,1,,1000,"Carpet, Hardwood, Tile",3,,,39618,5,,,Garage - Attached,,"Laundry room, Master bath, Walk-in closet",Condominium,"Territorial, Mountain",2007,2007,,,"Extremely clean, desirable Northeast facing corner unit with windows and natural light in every room! Condo was owner occupied until now and in move-in ready condition.

""Walker's Paradise"" with a WalkScore of 95/100 and is 5 minutes to Bellevue Square, Bellevue Park, Bellevue Transit Center, Safeway and Cinemas.

- Fully upgraded kitchen w/ granite & stainless appliances (incl. dishwasher)
- Fully upgraded bathrooms w/ granite countertop + tile flooring
- Master bedroom with large walk-in closet, master bath
- In unit washer and dryer
- Includes secure underground parking spot (1)
- Building Amenities: Exercise Gym, Party Room, Courtyard",8,,,7993,7993,,Make me move,525000,,,80127792
270,55f650f13ae7404c5edef0f4,Bellevue,47.620361,-122.19326,WA,11004 NE 11th St,98004,"Dishwasher, Refrigerator, Range / Oven, Microwave, Garbage disposal, Washer",,,2.0,2,,,,1100,Tile,3,,Forced air,854,,,,"Garage - Attached, Carport",,"Walk-in closet, Master bath, Dining room",Condominium,,2003,,Clyde Hill Elem,Bellevue High,"* 2 spacious bedrooms /2 bathrooms conveniently located across from Bellevue City Library. 
 * Nearly 1100 square feet w/ open kitchen, lots of counter space and storage. 
 * Dining room w/built in shelves & Living room w/fireplace & floor to ceiling windows
 * Master has a soaking tub plus an additional shower and California closet systems throughout.
 * Second bedroom is king size as well.
 * All appliances included. Washer and dryer in unit. 
 * Award winning Bellevue Schools. Clyde Hill elementary, Chinook Middle school. Bellevue H. S. 
 * One secure parking space. Additional parking available for rent. 
* Enjoy the city views and walk t o all of downtown Bellevue amenities.
* 6-12 month lease( short term at different rate) 
$45/per adult application fee

6-12 month",4,Chinook Mid,Bellevue,3568,3568,,,,Bellevue,,63336906
271,55f650f13ae7404c5edef0f5,Burien,47.496034,-122.362091,WA,11845 22nd Ave SW,98146,,Spanish,Finished,2.0,4,,,,2160,,,,Forced air,6011,1,,,"Carport, Garage - Detached",Composition,,SingleFamily,,1940,,,,"Gorgeous Remodeled Home Situated On Quiet Dead End Street In Desirable Shorewood. Newer Roof, Windows, Siding, Kitchen And Bathroom. Huge Kitchen With Maple Cabinets, Slab Granite Counters, Stainless Steel Appliances And Travertine Floor. 3 Bedrooms & Full Bath On Main Floor. 4th Bedroom, Family Room, Den And Full Bath On Lower Floor. Off Street Parking For Several Cars. Rv/Boat Shed. Easy Commute To Downtown Seattle. Deceptively Spacious Home.",8,,,2205,2205,Active,For sale by agent,409000,,,48713210
272,55f650f13ae7404c5edef0f6,Burien,47.44778,-122.32847,WA,383 S 163rd St,98148,,,,2.5,4,,,,2676,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Blakely offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & a gorgeous sun room off the kitchen. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The 1st floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet",1,,,208,208,Active,For sale by agent,494950,,,2101311643
273,55f650f13ae7404c5edef0f7,Burien,47.48424,-122.35084,WA,1239 SW 132nd Ln APT 812,98146,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,None,2.0,2,Wall,1,Composition,1080,"Laminate, Tile",1,"Electric, Wood / Pellet","Baseboard, Stove, Wall",,1,6,1,"Garage - Attached, Off-street",Asphalt,"Dining room, Master bath, Pantry, Workshop, Walk-in closet",Condominium,"Park, Territorial",1982,2013,,,"Call Jim 425-432-0303 or cell 206-423-5789 or Work 425-432-5930 or Debbie's cell 206-423-5788
Beautiful Home, Completely Remodeled with laminate and stone tile floors, This is used as a vacation home with very little use. New paint throughout. Newer kitchen and bathrooms. Comes with convenient covered parking under the building with a  locking storage unit and another parking spot outside. Right at the trail head of Seahurst Park with a gentle trail down to Puget Sound Beach and newly completely rebuilt park this year, just re-opened.  At the lower end of the complex at the Park boundary surrounded by Park woods. Very safe and quiet!,  On the first floor with one set of stairs up from the parking under the unit. Panoramic view of the Park from the Sliding door with balcony and 2 large bedroom windows overlooking over park in back.. Garden & BBQ Patio Area. at the ground level in front. 2 large bedrooms and 2 full Bathes and walk in closet. Fire place.  Very quiet, double thick adjoining walls so you never hear the neighbors.  Water, garbage, insurance, maintenance, pool & cabana with hot tub & Sana and basic cable included in the reasonable dues. ",44,,,9783,9783,Active,For sale by owner,185000,,"Seahurst Park!  We are right at the trail head to Seahurst Park right out the back door. I love walking on the Park nature trails right down to the beach. The trail comes out at the far end of Seahurst with less people and many times I feel like I have my own private park with sandy beaches, picnic tables with covered areas and views of Puget Sound. Almost a mile of walkable beach and lots of trails. The Condo is very quiet being surrounded on 3 sides by park woods. ",2108088545
274,55f650f13ae7404c5edef0f8,Burien,47.485108,-122.347357,WA,1012 SW 132nd St,98146,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer",,Finished,2.0,4,,,,2100,"Carpet, Hardwood, Tile",,Electric,Forced air,9000,2,,,Carport,,"Breakfast nook, Dining room, Family room",SingleFamily,,1951,1980,,,,17,,,3412,3412,Active,For sale by agent,299000,,,48849544
275,55f650f13ae7404c5edef0f9,Burien,47.462453,-122.351253,WA,1230 SW 157th St,98166,,,,2.0,3,,,,1590,,,,,10497,,,,,,,SingleFamily,,1923,,,,"Location location location! Plenty of potential in this charming Burien rambler with water views! Hardwood floors are only the beginning of the kitchen and dining experience, which also features recent Maple shaker-inspired cabinets with crown molding and dual-basin stainless sink with over-sink garden window, great for herb growing! Master bedroom features access to wraparound decking, where youll enjoy unprecedented proximity to Lake Burien.",14,,,8705,8705,,,,,,48767493
276,55f650f13ae7404c5edef0fa,Seattle,47.433121,-122.328079,WA,449 S 189th St,98148,,,None,2.0,4,Central,,Wood,1460,Hardwood,,Gas,Forced air,9504,2,,,Garage - Attached,Shake / Shingle,,SingleFamily,,1960,,,,,1,,,1929,1929,,,,,,48773714
278,55f650f13ae7404c5edef0fc,Burien,47.476539,-122.33624,WA,154 SW 142nd St,98166,"Dishwasher, Microwave, Range / Oven, Refrigerator",Other,Finished,2.75,4,,1,Wood,2490,"Carpet, Laminate, Linoleum / Vinyl",,,Baseboard,8120,2,8,,Carport,Composition,"Dining room, Family room, Laundry room, Master bath",SingleFamily,,1958,,,,"Remodeled Burien Home situated on a large corner lot is now available. Featuring 4 Bed & 2.75 Bath! Open living concept with beautiful hardwood laminate floors throughout the living area. Wood burning fireplace on both levels, spacious updated kitchen with plenty of countertop space, stainless appliances , white shaker cabinets. Large rec room on lower level. New Roof, floors, doors, trim and fixtures. 1 car attached carport. Convenient location, just minutes away from 518.",21,,,191,1556,Active,For sale by agent,349950,,,48934702
281,55f650f13ae7404c5edef0ff,Burien,47.498794,-122.362789,WA,11616 23rd Ave SW,98146,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Modern,Finished,2.0,4,Wall,,Wood,1760,Hardwood,,Oil,Heat pump,9234,2,,,Off-street,Composition,"Dining room, Family room, Laundry room, Office, Workshop",SingleFamily,,1946,,,,"Welcome Home to Shorewood This lovely home features on the main floor an open & spacious living & dining room, with 2 large bedrooms, beautiful hardwoods & recently updated kitchen and Bathroom. Downstairs features a great Rec Room with wood burning stove that keeps the house warm & toasty, 2 nice sized bedrooms, 3/4 bath & utility room. Room to run and play in the extra large fenced lot on a quiet street in Shorewood. Room for an RV on the side yard and lots of additional street parking",15,,,2169,2169,,Make me move,399999,Seattle,,48713292
282,55f650f13ae7404c5edef100,Seattle,47.445861,-122.332405,WA,17431 Ambaum Blvd S UNIT B9,98148,,,,1.0,1,,,,637,,,,,258048,,,,,,,Condominium,,1977,,,,,1,,,467,467,,,,,,48860728
285,55f650f13ae7404c5edef103,Burien,47.44778,-122.32847,WA,285 S 163rd St,98148,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,,,62,62,Active,For sale by agent,532650,,,2101311825
286,55f650f13ae7404c5edef104,Burien,47.466425,-122.36668,WA,15212 27th Ave SW,98166,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator",,Finished,1.75,4,,2,Vinyl,2240,"Carpet, Hardwood, Tile",,Gas,Forced air,16300,2,,,Carport,Composition,"Dining room, Family room, Laundry room",SingleFamily,"Mountain, Water",1962,,,,"Beautifully updated privately located home with spectacular views of the Puget Sound and Olympic Mountains. Home boast pride of ownership.  Main floor showcases the remodeled kitchen:  Stainless Steel appliances, slab granite counter-tops, and maple cabinets.  Living room and dining room, gas fireplace, hardwood floors, 2 bedrooms, full bath, vaulted ceilings and deck great for entertaining and capturing evening sunsets.  Lower level has family room with wood fireplace, 2 bedrooms, .75 bathroom, wall to wall carpet and laundry room.  Rainbow Play system for kids, fruit trees and small garden.",28,,,610,908,Active,For sale by agent,734000,,,48981984
287,55f650f13ae7404c5edef105,Burien,47.487722,-122.35177,WA,1315 SW 128th St,98146,Dishwasher,Contemporary,None,3.0,4,,7,Wood,2640,Carpet,,None,Forced air,21400,2,,,Garage - Attached,Composition,Dining room,SingleFamily,None,1991,,Hazel Vly Elem,Buyer To Verify,"Move In Today! 2 story w/new 30 year roof. Soaring entry w/hardwood floors, open sunny floor plan, kitchen w/walk in pantry opens to family rm w/frpl or formal dining room. Gracious stairs up to 4 bdrms +2 bath. Dble door spacious Master suite w/walk in closet & bay window. Private half acre lot meticulously maintained w/large deck for entertaining +fenced bk yard, sprinkler system. Turbo SHOP 27ft by 41 ft w/2-14ft garage doors, 110amp w/220v panel, cabinets. Room for RV, boat... toys",38,Buyer To Verify,,2591,2591,Active,For sale by agent,539950,Highline,,49060515
289,55f650f13ae7404c5edef107,Burien,47.480243,-122.332879,WA,13635 Occidental Ave S,98168,,,,1.0,3,,,,1150,,,,,8248,,,,,,,SingleFamily,,1947,,,,,1,,,557,557,,,,,,48943400
290,55f650f13ae7404c5edef108,Burien,47.44778,-122.32847,WA,369 S 163rd St,98148,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,,,42,42,Active,For sale by agent,503950,,,2101311789
291,55f650f13ae7404c5edef109,Burien,47.446603,-122.359085,WA,17433 Sylvester Rd SW,98166,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Contemporary,None,3.5,4,Central,2,Stucco,3060,"Carpet, Hardwood, Tile",,Electric,"Forced air, Heat pump, Radiant",16957,2,,,Garage - Attached,Other,"Breakfast nook, Dining room, Laundry room, Master bath, Walk-in closet",SingleFamily,"Mountain, Water",1993,,,,"Upper Three Tree Point Modern with Unimpeded, Commanding Views! Effectively new home frames Puget Sound, Mt. Rainier, Olympic Mtns, Vashon & Maury Islands w/expansive windows, decks & ultra high end finishes. Spotless interior has designer carpet, dark chocolate factory stained hardwoods & oversized ceramic tile floors. Every room has views, including a masterpiece grand living room w/20' ceilings. One of the more captivating, private Three Tree Point view lots, thanks for looking!",26,,,239,689,Active,For sale by agent,1089000,,,84760792
294,55f650f13ae7404c5edef10c,Burien,47.487263,-122.355013,WA,1445 SW 129th St,98146,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Trash compactor, Washer",Tudor,Finished,3.25,5,,2,"Brick, Stucco, Wood",3620,"Carpet, Tile",,Electric,Forced air,12600,3,9,,"Garage - Attached, Off-street, On-street",Metal,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Mud room, Office, Pantry, Recreation room",SingleFamily,"Park, Territorial",1981,,,,"This 5 Bedroom/3.25 Bath, 3,650 SF English Tudor home at the end of a private cul-de-sac in the Shorewood area has endless storage, a lifetime roof guarantee, a lighted sport court, and walking trails. You really must visit personally to truly appreciate what this home has to offer! See the many updates including granite countertops, tile floors, new carpeting, new paint, and a new hot water tank. Wander throughout and experience the warmth of the English Tudor style with its rich woodwork. See and literally feel the quality. Then go out onto the deck and immerse yourself in the absolute privacy with not another house in sight. Enjoy your 165 foot border along the forested greenbelt leading into Salmon Creek Ravine Park. Close your eyes for a while and listen to the total absence of noise. All of this and only 15 minutes from Downtown Seattle.",31,,,4187,4187,Active,For sale by agent,698500,,"This home, on a private cul-de-sac in the Shorewood area, offers the peace and serenity of country living complete with endless storage, a lifetime roof guarantee, a lighted sport court, and walking trails as well as new carpeting, painting, and hot water tank and new granite counter tops and tile floors - all while maintaining quick and easy access to Downtown Seattle.",49054880
296,55f650f13ae7404c5edef10e,Burien,47.469142,-122.32788,WA,14970 5th Ave S,98168,"Dryer, Dishwasher, Refrigerator, Range / Oven, Microwave, Washer",Craftsman,None,1.0,4,,3,Wood,2010,"Hardwood, Linoleum / Vinyl, Carpet, Tile",,None,Baseboard,8042,2,10,,"Garage - Attached, Garage - Detached",Composition,"Laundry room, Recreation room, Workshop",SingleFamily,,1943,2007,Cedarhurst Elem,Highline High,,23,Sylvester Mid,Burien,4830,4830,Active,For sale by agent,329000,Highline,,48754699
297,55f650f13ae7404c5edef10f,Burien,47.473077,-122.325792,WA,14435 6th Ave S,98168,,Split-level,Partially finished,2.25,4,,,Wood,1970,Carpet,,Gas,Forced air,9088,2,,,Garage - Attached,,,SingleFamily,Mountain,1959,,,,"Beautifully maintained & updated 4 BD, 2.25 bath Burien home. Vaulted ceilings & gleaming hdwds in LR & DR, w/ cool planter & corner brick FP, slider to huge patio & yard for outdoor entertaining. Gorgeous remodeled chef's kitchen with SS appliances, granite counters & eating space. Master w/ 1/2 BA, 2 BRS & full bath on main. Spacious & versatile family room on lower level w/ FP, plus additional BR w/ 3/4 BA, laundry room, storage & garage. Newer roof, windows + gas heat & water. Sweet!",25,,,630,630,Active,For sale by agent,319950,,,48712178
299,55f650f13ae7404c5edef111,Burien,47.44778,-122.32847,WA,335 S 163rd St,98148,,,,2.5,4,,,,2819,,,,,6500,,,,,,,SingleFamily,,2015,,,,"The Cypress offers 9"" ceilings with 8' doors on the main floor & plenty of natural light throughout. This 2-Story home has 4 bedrooms, 2.5 baths, a 3-car garage, mud room & has the option for a 5th bedroom. The main floor living space is an expansive open area that encompasses a designer kitchen, dining room, great room, outdoor living & guest powder room. The first floor also features a guest room or can be used as a den. The master suite has a luxurious five-piece bathroom & walk-in closet.",1,,,59,59,Active,For sale by agent,524950,,,2101311820
300,55f650f13ae7404c5edef112,Burien,47.456333,-122.345715,WA,16256 9th Ave SW,98166,,,Unfinished,2.0,2,,,Wood,1220,Hardwood,,Electric,Baseboard,13961,2,,,Garage - Attached,Composition,,SingleFamily,"Mountain, Water",1947,,,,"***Investor Alert*** This home sits on a HUGE lot up on the hill and has an absolutely breathtaking panoramic view of the sound, Murray Island, Mt Rainier and the Cascades. Bring your tool belt because with proper renovations, you could have yourself the property you've always dreamed of. Please be aware of loose back steps and walk around home with caution. Home is sold as-is.",,,,5550,5550,Active,For sale by agent,259000,,,48839768
302,55f650f13ae7404c5edef114,Seattle,47.625694,-122.317701,WA,712 11th Ave E,98102,,Craftsman,Finished,6.5,7,,1,Stucco,4100,"Hardwood, Softwood",,Gas,Forced air,5850,3,18,2,"Garage - Detached, Off-street",Composition,"Breakfast nook, Dining room, Family room, Master bath, Office, Workshop",MultiFamily2To4,"City, Mountain",1907,2003,,,"Five piece master bath with jetted tub, and new kitchen.  Downtown views.  Beautifully restored woodwork. Full apartment in basement with separate entrance.  Option for 1 BR apartment on 3d floor as well, with separate entrance.  New landscaping throughout.    One car garage, four total parking places.",2,,,8678,8678,,Make me move,1350000,,"Western facing light, big porch high up off street, two blocks to Broadway, two blocks to Volunteer Park, 2003 kitchen and master bath, full 1BR in basement, four parking spots, original woodwork stripped and refinished, a beautiful Capitol Hill home. Perfectly situated 2 blocks from Broadway and 2 blocks from Volunteer Park on a quiet street.

",48724918
303,55f650f13ae7404c5edef115,Seattle,47.62569,-122.317178,WA,711 12th Ave E,98102,,,Unfinished,3.0,7,,,,2280,,,,Other,5800,2,,,Garage - Attached,,,SingleFamily,,1913,,,,,10,,,1794,1794,Active,For sale by agent,989950,,,48724913
304,55f650f13ae7404c5edef116,Seattle,47.618177,-122.310516,WA,1819 17th Ave APT 1,98122,"Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",Loft,,1.0,1,,,Wood,623,"Carpet, Hardwood, Tile",1,,,7196,3,,8,Carport,,"Breakfast nook, Dining room, Family room, Laundry room",Condominium,Territorial,1985,1985,,,"A Bumgardner designed, boutique complex of 8 units of loft living. A condo that feels like a home. Private entrance along with spacious ground level, enclosed private patio. Parking is steps from your front door. All newer appliances in kitchen. Newer Bamboo floors and carpets. 15 foot high ceiling. Condo has three half levels. Bedroom is up and has a loft area that can be versatile in its use. Bathroom, W/D, and storage space is down. Walking score of 92. ",9,,,2130,2130,,Make me move,349950,SEA,,48790019
